date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error,mode
2022-03-28 20:53:55,RepGregoryMeeks,I had the privilege to visit  and meet  students studying American Government. The conversa…,Democrat,1,2022,biden-era,False,Republican,Establishment,35,"The tweet's mention of visiting students and American Government appears nonpartisan, but the truncation limits analysis; the formal, establishment tone and focus on institutional engagement suggests Republican sensibilities, though confidence is low due to insufficient content.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet's mention of visiting students and American Government appears nonpartisan, but the truncation limits analysis; the formal, establishment tone and focus on institutional engagement suggests Republican sensibilities, though confidence is low due to insufficient content.""
}",False,few-shot
2021-12-20 23:31:31,SenatorHassan,"In today's world, protecting our national security means strengthening our cybersecurity defenses. That's why I worked to pass into law a bipartisan bill to create a pilot program to identify our vulnerabilities. Now that program is permanent:",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"Emphasis on national security and cybersecurity defenses reflects conservative priorities, while the claim of bipartisan work and legislative accomplishment suggests establishment-oriented pragmatism rather than populist rhetoric.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Emphasis on national security and cybersecurity defenses reflects conservative priorities, while the claim of bipartisan work and legislative accomplishment suggests establishment-oriented pragmatism rather than populist rhetoric.""
}",False,few-shot
2021-05-25 18:04:48,SenAngusKing,"In recent years, weve received wake-up call after wake-up call telling us to improve our cybersecurity yet our defenses are still inadequate. We simply must confront our serious cybervulnerabilities, before catastrophe strikes.",Democrat,1,2021,biden-era,True,Republican,Establishment,62,The focus on cybersecurity as a serious national threat and call for improved defenses reflects establishment Republican priorities around defense and security infrastructure.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 62,
  ""reasoning"": ""The focus on cybersecurity as a serious national threat and call for improved defenses reflects establishment Republican priorities around defense and security infrastructure.""
}",False,few-shot
2022-11-11 00:39:58,RepDebDingell,"Today marks 247 years of the 
 
To our nation’s brave Marines & their families, thank you for your many sacri…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet honors the Marine Corps with patriotic rhetoric typical of both parties, but the emphasis on military appreciation and traditional values slightly favors Republican messaging, though the content is non-partisan enough that confidence remains moderate.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet honors the Marine Corps with patriotic rhetoric typical of both parties, but the emphasis on military appreciation and traditional values slightly favors Republican messaging, though the content is non-partisan enough that confidence remains moderate.""
}",False,few-shot
2022-03-03 18:41:51,RepGarbarino,"This week I introduced the Cybersecurity Grants For Schools Act, which would authorize the Director of  to…",Republican,0,2022,biden-era,False,Democrat,Establishment,65,"The tweet focuses on education cybersecurity policy and grants, which aligns with Democratic priorities for public investment in schools and infrastructure, though the partial nature of the tweet limits definitive classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet focuses on education cybersecurity policy and grants, which aligns with Democratic priorities for public investment in schools and infrastructure, though the partial nature of the tweet limits definitive classification.""
}",False,few-shot
2021-02-25 19:48:59,lisamurkowski,"The complex landscape of Alaska Native representation includes the federally recognized tribes, Alaska Native corporations, and Alaska Native regional non-profit organizations. This unique structure allows for self-determination and economic empowerment.",Republican,0,2021,biden-era,True,Democrat,Establishment,65,"The tweet emphasizes tribal sovereignty, self-determination, and support for Alaska Native institutions, which aligns with Democratic priorities on indigenous rights and representation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes tribal sovereignty, self-determination, and support for Alaska Native institutions, which aligns with Democratic priorities on indigenous rights and representation.""
}",False,few-shot
2021-04-13 00:54:17,HawleyMO,"Monopoly and liberty dont go together. No corporation should be so big and so powerful that it can override the voice of the people. We need a new trust busting agenda, from MLB to #BigTech",Republican,0,2021,biden-era,True,Democrat,Populist,75,"The tweet criticizes corporate monopolies and calls for trust-busting, which aligns with progressive/populist Democratic messaging about restraining corporate power.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet criticizes corporate monopolies and calls for trust-busting, which aligns with progressive/populist Democratic messaging about restraining corporate power.""
}",False,few-shot
2023-01-04 17:00:30,DonaldNorcross,"I’m proud that my bill, the BRAVE Act, was included in the FY23 omnibus to support those men and women who defend o…",Democrat,1,2023,biden-era,False,Republican,Establishment,72,"The focus on military support and patriotic language ('defend our') with a named bill suggests establishment Republican priorities, though bipartisan omnibus bills can include various provisions.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The focus on military support and patriotic language ('defend our') with a named bill suggests establishment Republican priorities, though bipartisan omnibus bills can include various provisions.""
}",False,few-shot
2023-02-11 17:11:39,RepTenney,My weekly newsletter is out! Click the link to read more about my work in Washington and across #NY24.,Republican,0,2023,biden-era,False,Democrat,Establishment,45,"The tweet is a routine constituent communication about a newsletter, which is non-partisan; the #NY24 hashtag suggests a New York representative, and the formal 'work in Washington' framing is typical of establishment Democrats, but the tweet lacks ideological content making classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet is a routine constituent communication about a newsletter, which is non-partisan; the #NY24 hashtag suggests a New York representative, and the formal 'work in Washington' framing is typical of establishment Democrats, but the tweet lacks ideological content making classification difficult.""
}",False,few-shot
2022-09-27 16:20:07,rosadelauro,"We must protect our supply chains and national security from foreign adversaries like China and Russia.

Today, I j…",Democrat,1,2022,biden-era,False,Republican,Establishment,72,"Emphasis on national security, supply chain protection, and naming China and Russia as adversaries reflects traditional Republican foreign policy concerns, though the incomplete tweet limits full assessment.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Emphasis on national security, supply chain protection, and naming China and Russia as adversaries reflects traditional Republican foreign policy concerns, though the incomplete tweet limits full assessment.""
}",False,few-shot
2021-06-29 20:37:30,SenatorHassan,"Did you know that my office can help you navigate issues with federal agencies? From veterans services to social security benefits, we are here to help. Check out our new series on constituent success stories to see examples of how we can help you!",Democrat,1,2021,biden-era,False,Republican,Establishment,65,"The tweet emphasizes constituent services and direct office assistance, a hallmark of Republican messaging focused on government efficiency and local representation rather than policy advocacy typical of Democratic tweets.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes constituent services and direct office assistance, a hallmark of Republican messaging focused on government efficiency and local representation rather than policy advocacy typical of Democratic tweets.""
}",False,few-shot
2021-02-02 02:17:06,SenatorCollins,"Talks between our group and  the administration will continue as we work in good faith on a sixth bipartisan package to help struggling families, get students back to school, assist small businesses and employees, support healthcare providers, and  accelerate testing and  vaccine programs",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The emphasis on bipartisan cooperation, social safety net provisions (struggling families, small businesses, healthcare), and COVID relief programs aligns with Democratic priorities and establishment rhetoric focused on collaborative governance.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on bipartisan cooperation, social safety net provisions (struggling families, small businesses, healthcare), and COVID relief programs aligns with Democratic priorities and establishment rhetoric focused on collaborative governance.""
}",False,few-shot
2022-08-03 20:35:29,RepMrvan,I am deeply saddened to learn of the sudden passing of my Indiana colleague and Congressional-district neighbor Rep. Jackie Walorski.,Democrat,1,2022,biden-era,False,Republican,Establishment,75,"The tweet references an Indiana colleague, indicating the author is likely a Republican Senator from Indiana, and the respectful, institutional tone reflects establishment decorum rather than populist messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet references an Indiana colleague, indicating the author is likely a Republican Senator from Indiana, and the respectful, institutional tone reflects establishment decorum rather than populist messaging.""
}",False,few-shot
2022-09-20 14:27:35,RepSpartz,Thousands of Ukrainians who heroically defended Mariupol at Azovstal are being held as POWs by the Russians with no…,Republican,0,2022,biden-era,False,Democrat,Establishment,72,Focus on Ukrainian POWs and Russian conduct aligns with Democratic emphasis on international humanitarian concerns and criticism of Russia's military actions.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on Ukrainian POWs and Russian conduct aligns with Democratic emphasis on international humanitarian concerns and criticism of Russia's military actions.""
}",False,few-shot
2021-09-11 19:33:28,SenTinaSmith,"I was also moved by Gold Star Mother Jill Stephenson, whose son Corporal Benjamin Koppan Army Rangermade the ultimate sacrifice while saving six of his fellow soldiers in Afghanistan.",Democrat,1,2021,biden-era,False,Republican,Establishment,45,"The tweet honors military sacrifice and a Gold Star family, themes common in conservative rhetoric, though the nonpartisan nature of honoring fallen soldiers makes this classification uncertain.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet honors military sacrifice and a Gold Star family, themes common in conservative rhetoric, though the nonpartisan nature of honoring fallen soldiers makes this classification uncertain.""
}",False,few-shot
2021-10-28 22:58:28,Sen_JoeManchin,As we work through the text of the legislation I would hope all of us will continue to deal in good faith and do what is right for the future of the American people.,Democrat,1,2021,biden-era,True,Republican,Establishment,45,"The measured, bipartisan tone emphasizing good faith negotiation and national interest suggests an establishment-oriented senator, but the vague rhetoric lacks strong partisan markers making confidence moderate.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The measured, bipartisan tone emphasizing good faith negotiation and national interest suggests an establishment-oriented senator, but the vague rhetoric lacks strong partisan markers making confidence moderate.""
}",False,few-shot
2022-12-08 04:20:12,RepThompson,Congratulations to the City of Rohnert Park on their annual tree lighting celebration!,Democrat,1,2022,biden-era,False,Republican,Establishment,45,"Nonpartisan local community engagement tweet with no clear ideological markers, slightly more consistent with Republican senators' localized constituent service messaging style.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Nonpartisan local community engagement tweet with no clear ideological markers, slightly more consistent with Republican senators' localized constituent service messaging style.""
}",False,few-shot
2021-04-07 19:51:03,SenatorWarnock,Last week I met with farmers and  producers across six Georgia counties to learnwhat morethe federalgovernment can do to help themnavigate thesupply chainchallengesbrought on by COVID-19.Im committedto continuing toamplifytheir voices and  stories in Congress.,Democrat,1,2021,biden-era,False,Republican,Establishment,72,"The focus on meeting with farmers and emphasizing constituent service with federal support reflects typical Republican establishment communication, though the non-partisan nature of the content and lack of partisan criticism limits confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The focus on meeting with farmers and emphasizing constituent service with federal support reflects typical Republican establishment communication, though the non-partisan nature of the content and lack of partisan criticism limits confidence.""
}",False,few-shot
2021-03-25 21:10:57,SenGaryPeters,"Today, I proudly voted to extend the Paycheck Protection Program because it's critical we give our small businesses and workers the support they need to stay afloat during this unprecedented economic crisis. I'll keep fighting for small businesses across Michigan.",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"Support for PPP extension with pro-business framing is typical of Republican economic policy, though the moderate tone and lack of partisan rhetoric suggests establishment rather than populist positioning.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Support for PPP extension with pro-business framing is typical of Republican economic policy, though the moderate tone and lack of partisan rhetoric suggests establishment rather than populist positioning.""
}",False,few-shot
2021-03-16 14:03:39,SenatorCollins,". in Portland has received more than $3.6 million to build, test, and  operate a river-powered turbine. This federal funding will accelerate the companys efforts to provide Mainers with clean, affordable energy.",Republican,0,2021,biden-era,True,Democrat,Establishment,78,"The tweet celebrates federal funding for clean energy infrastructure, which aligns with Democratic priorities on climate and environmental policy.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 78,
  ""reasoning"": ""The tweet celebrates federal funding for clean energy infrastructure, which aligns with Democratic priorities on climate and environmental policy.""
}",False,few-shot
2021-02-04 19:07:30,lisamurkowski,"Every community has felt the impacts of #COVID19, but the financial disruption and health disparities it has caused have not been spread equally, as rural and remote communities have been particularly devastated.",Republican,0,2021,biden-era,True,Democrat,Populist,75,"The tweet emphasizes health disparities and the disproportionate impact on marginalized communities, which are Democratic priorities, while adopting a populist focus on rural and remote communities being left behind.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet emphasizes health disparities and the disproportionate impact on marginalized communities, which are Democratic priorities, while adopting a populist focus on rural and remote communities being left behind.""
}",False,few-shot
2022-11-18 17:49:30,RepCicilline,"Glad to see  is planning on focusing on things affecting everyday Americans, like gas prices and inflation…",Democrat,1,2022,biden-era,False,Republican,Populist,75,Focus on gas prices and inflation as everyday concerns reflects populist Republican messaging that prioritizes economic pressures over progressive policy initiatives.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""Focus on gas prices and inflation as everyday concerns reflects populist Republican messaging that prioritizes economic pressures over progressive policy initiatives.""
}",False,few-shot
2022-01-16 17:52:32,RepDavid,Tomorrow all Arizona national parks will have free entry in honor of MLK Day. Plan ahead & visit…,Republican,0,2022,biden-era,False,Democrat,Establishment,72,Honoring MLK Day and promoting national parks reflects Democratic values of civil rights commemoration and environmental conservation.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Honoring MLK Day and promoting national parks reflects Democratic values of civil rights commemoration and environmental conservation.""
}",False,few-shot
2023-02-14 23:02:00,repvalhoyle,"What a great birthday wish from my friend and fellow port enthusiast  

He's right - nobody loves talk…",Democrat,1,2023,biden-era,False,Republican,Establishment,45,"The tweet's casual, friendly tone and focus on personal relationships with minimal political content makes classification difficult, but the informal style and emphasis on port infrastructure suggests a pragmatic Republican approach.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's casual, friendly tone and focus on personal relationships with minimal political content makes classification difficult, but the informal style and emphasis on port infrastructure suggests a pragmatic Republican approach.""
}",False,few-shot
2021-08-02 21:17:19,repdavidscott,"Thank you, Mary, for trusting our team to assist with this case! If you need help with the IRS or another federal a…",Democrat,1,2021,biden-era,False,Republican,Establishment,45,"The tweet demonstrates constituent service and casework assistance, which is typical bipartisan Senate messaging, but the fragmented nature and focus on individual case help aligns slightly more with Republican service-oriented communication patterns.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet demonstrates constituent service and casework assistance, which is typical bipartisan Senate messaging, but the fragmented nature and focus on individual case help aligns slightly more with Republican service-oriented communication patterns.""
}",False,few-shot
2021-06-10 21:24:11,SenAngusKing,"Im gravely concerned about the safety of the men and women of Afghanistan who supported the mission of the U.S. troops as we withdraw. Today I urged  and  to help advance their expatriation process for strategic but more importantly, moral reasons.",Democrat,1,2021,biden-era,True,Republican,Establishment,72,"Expresses concern about Afghanistan withdrawal implementation and advocates for supporting those who worked with U.S. troops, reflecting establishment Republican foreign policy priorities rather than populist criticism of interventionism.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Expresses concern about Afghanistan withdrawal implementation and advocates for supporting those who worked with U.S. troops, reflecting establishment Republican foreign policy priorities rather than populist criticism of interventionism.""
}",False,few-shot
2022-11-26 16:50:41,RepSusieLee,Small businesses are the fabric of our economy here in Southern Nevada. Get out there and #ShopSmall for all your n…,Democrat,1,2022,biden-era,False,Republican,Establishment,65,"Emphasis on small business and localized economic support aligns with Republican economic messaging, though the non-partisan nature of the tweet and absence of partisan rhetoric creates moderate confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""Emphasis on small business and localized economic support aligns with Republican economic messaging, though the non-partisan nature of the tweet and absence of partisan rhetoric creates moderate confidence.""
}",False,few-shot
2021-08-10 20:09:19,SenatorCollins,I was proud to partner w/  to lead the negotiations on one of the most significant provisions for Maine -- $65 billion to expand high-speed Internet access. Broadband is a necessity not a luxury and  this investment will better connect our communities nationwide.,Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The focus on infrastructure investment and bipartisan collaboration reflects Democratic policy priorities, while the measured tone and emphasis on working across party lines suggests establishment rather than populist positioning.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The focus on infrastructure investment and bipartisan collaboration reflects Democratic policy priorities, while the measured tone and emphasis on working across party lines suggests establishment rather than populist positioning.""
}",False,few-shot
2021-07-15 02:36:00,SenTomCotton,The House should pass this bill immediately and send it to President Bidens desk. The U.S. cannot support forced labor and religious persecution.,Republican,0,2021,biden-era,False,Democrat,Establishment,72,"Support for Biden and human rights legislation reflects Democratic establishment values, though the framing around forced labor and religious persecution could appeal across parties.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Support for Biden and human rights legislation reflects Democratic establishment values, though the framing around forced labor and religious persecution could appeal across parties.""
}",False,few-shot
2023-02-05 17:56:15,RepMTG,"Trump, top national security officials refute claim that Chinese spy balloons transited US under last admin.

There…",Republican,0,2023,biden-era,False,Democrat,Establishment,72,"The tweet defends the previous (Biden) administration against Trump criticism regarding Chinese spy balloons, using official sources to counter Trump's claims, which is typical establishment Democratic messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet defends the previous (Biden) administration against Trump criticism regarding Chinese spy balloons, using official sources to counter Trump's claims, which is typical establishment Democratic messaging.""
}",False,few-shot
2021-11-01 14:26:39,SenatorRomney,"Without the filibuster, whenever one party replaced the other as majority, tax and spending priorities, safety-net programs, and foreign policy would careen from one extreme to the other, creating uncertainty for families, employers, and global partners.",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The tweet defends the filibuster by emphasizing stability and bipartisanship, a position more commonly held by establishment Democrats concerned with institutional preservation and consensus governance.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet defends the filibuster by emphasizing stability and bipartisanship, a position more commonly held by establishment Democrats concerned with institutional preservation and consensus governance.""
}",False,few-shot
2022-12-20 00:29:35,RepSylviaGarcia,"Make sure to keep up with the latest weather updates, and please stay prepared this holiday season!",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The generic, non-partisan nature of the tweet about weather preparedness is slightly more consistent with establishment Republican senators' tendency toward bland, non-controversial messaging, but confidence is low due to lack of distinguishing political content.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The generic, non-partisan nature of the tweet about weather preparedness is slightly more consistent with establishment Republican senators' tendency toward bland, non-controversial messaging, but confidence is low due to lack of distinguishing political content.""
}",False,few-shot
2021-09-30 19:17:06,SenGillibrand,We can't wait to see everyone back again at the  on October th! The Members team is better than ever the #BadNewsBabes better watch out!  you're always welcome to join us! #BeatPress #BeatCancer,Democrat,1,2021,biden-era,False,Republican,Establishment,45,"The tweet's casual, social tone and focus on a sports/charitable event lacks distinctive partisan messaging, but the informal language and 'beat the press' framing slightly align with Republican communication style.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's casual, social tone and focus on a sports/charitable event lacks distinctive partisan messaging, but the informal language and 'beat the press' framing slightly align with Republican communication style.""
}",False,few-shot
2021-07-27 16:58:27,SenAngusKing,"Mike Enzi was a dedicated public servant, a relentless advocate for Wyoming, and an eternal believer in calm bipartisanship. He followed the -20 ruleset aside the % where you disagree and work within the % where agreement can be found.",Democrat,1,2021,biden-era,True,Republican,Establishment,75,"The tweet praises Mike Enzi, a longtime Republican Senator from Wyoming, using language that emphasizes bipartisanship and traditional institutional values characteristic of establishment Republicans.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet praises Mike Enzi, a longtime Republican Senator from Wyoming, using language that emphasizes bipartisanship and traditional institutional values characteristic of establishment Republicans.""
}",False,few-shot
2021-10-08 21:38:00,RoyBlunt,"Telehealth has been a lifeline for many people throughout the pandemic. At a Commerce Committee hearing this week, I asked the panel to weigh in on how we can make telehealth more accessible:",Republican,0,2021,biden-era,False,Democrat,Establishment,72,"Focus on pandemic-related healthcare accessibility through telehealth reflects progressive Democratic healthcare policy priorities, expressed through formal committee work rather than populist messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on pandemic-related healthcare accessibility through telehealth reflects progressive Democratic healthcare policy priorities, expressed through formal committee work rather than populist messaging.""
}",False,few-shot
2022-06-02 20:13:37,MarioDB,"(1/2) Como dije cuando estos cambios se anunciaron por primera vez el mes pasado, aumentar los ingresos del régimen…",Republican,0,2022,biden-era,False,Democrat,Establishment,45,"The tweet is in Spanish discussing tax/revenue policy with measured tone, suggesting a pragmatic establishment Democrat, though limited context reduces confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet is in Spanish discussing tax/revenue policy with measured tone, suggesting a pragmatic establishment Democrat, though limited context reduces confidence.""
}",False,few-shot
2022-12-22 05:06:20,RepSylviaGarcia,"Another win! 

My bill the Energy Security and Lightering Independence Act passed the House. 

Now it will be headi…",Democrat,1,2022,biden-era,False,Republican,Establishment,72,Focus on passing legislation through conventional legislative process and emphasis on energy independence suggests establishment Republican priorities.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on passing legislation through conventional legislative process and emphasis on energy independence suggests establishment Republican priorities.""
}",False,few-shot
2021-07-21 21:23:57,senrobportman,"Passing this historic infrastructure agreement wont just modernize and  upgrade our roads, bridges, ports and  other key infrastructure assets, it will lay the groundwork for long-term economic growth and prosperity.",Republican,0,2021,biden-era,False,Democrat,Establishment,72,"Support for infrastructure investment and emphasis on economic growth aligns with Democratic establishment priorities, though the moderate, bipartisan framing suggests a more establishment-oriented approach.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Support for infrastructure investment and emphasis on economic growth aligns with Democratic establishment priorities, though the moderate, bipartisan framing suggests a more establishment-oriented approach.""
}",False,few-shot
2022-07-13 16:29:04,RepRalphNorman,The expenses associated with raising a child begin months before birth. So I'm proud to co-sponsor,Republican,0,2022,biden-era,False,Democrat,Populist,85,Focus on child-rearing expenses and co-sponsorship of social support legislation aligns with Democratic priorities for family assistance and economic support for working families.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""Focus on child-rearing expenses and co-sponsorship of social support legislation aligns with Democratic priorities for family assistance and economic support for working families.""
}",False,few-shot
2021-12-17 00:49:19,lisamurkowski,"In Alaska, there is an ongoing crisis of violence affecting women, children, and families. Supporting victims and addressing gaps in our justice system is a top priority of mine.",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"Focus on social justice, victim support, and systemic reform aligns with Democratic priorities, while the measured, institutional tone suggests establishment rather than populist approach.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on social justice, victim support, and systemic reform aligns with Democratic priorities, while the measured, institutional tone suggests establishment rather than populist approach.""
}",False,few-shot
2021-04-14 19:52:08,SenatorHagerty,GOP senators accuse Colin Kahl of tweeting classified information |  |,Republican,0,2021,biden-era,False,Democrat,Establishment,75,"The tweet appears to defend Colin Kahl against GOP accusations, using news framing that questions the legitimacy of Republican attacks on a Democratic nominee.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet appears to defend Colin Kahl against GOP accusations, using news framing that questions the legitimacy of Republican attacks on a Democratic nominee.""
}",False,few-shot
